 	Syn_Sim	Syn_real	LR_Sim	LR_real
7.62	0.067751895	0.060918107	0.062440146	0.054668305
7.64	0.067627193	0.060734157	0.062325221	0.054490635
7.67	0.067440796	0.060550505	0.062153438	0.054313059
7.7	0.067255065	0.060366874	0.061982268	0.054135288
7.73	0.067069865	0.060182987	0.061811588	0.053957035
7.75	0.066946627	0.059998567	0.061698011	0.053778011
7.78	0.066762011	0.059813337	0.061527869	0.053597929
7.81	0.066577565	0.05962702	0.061357884	0.0534165
7.84	0.066393153	0.059439339	0.06118793	0.053233437
7.87	0.066208641	0.059250016	0.061017883	0.053048451
7.89	0.06608551	0.059058775	0.060904406	0.052861254
7.92	0.065900528	0.058865338	0.060733927	0.052671559
7.95	0.065715085	0.058669429	0.060563022	0.052479077
7.98	0.065529135	0.058472487	0.060391651	0.05228425
8.01	0.065344513	0.058276277	0.060221503	0.052088935
8.03	0.065222555	0.058080816	0.060109106	0.051893326
8.06	0.065041226	0.057886122	0.059941994	0.051697516
8.09	0.064861734	0.057692212	0.059776574	0.051501597
8.12	0.064683974	0.057499104	0.05961275	0.051305663
8.15	0.06450784	0.057306816	0.059450426	0.051109805
8.17	0.064391271	0.057115364	0.059342995	0.050914116
8.2	0.064217617	0.056924767	0.059182956	0.050718689
8.23	0.064045311	0.056735042	0.059024158	0.050523616
8.26	0.063874248	0.056546206	0.058866507	0.050328991
8.28	0.063760845	0.056358278	0.058761995	0.050134906
8.31	0.063591622	0.056171274	0.058606039	0.049941453
8.34	0.063423362	0.055985211	0.05845097	0.049748726
8.37	0.063255962	0.055800108	0.058296694	0.049556816
8.4	0.063089316	0.055615983	0.058143113	0.049365817
8.42	0.062978586	0.055432851	0.058041065	0.049175821
8.45	0.062812965	0.055250732	0.057888428	0.04898692
8.48	0.062647819	0.055069642	0.05773623	0.048799208
8.51	0.062483043	0.054889599	0.057584373	0.048612777
8.54	0.062318534	0.05471062	0.057432761	0.04842772
8.56	0.062208956	0.054532724	0.057331774	0.048244129
8.59	0.062044657	0.054355927	0.057180356	0.048062097
8.62	0.061880344	0.054180247	0.057028925	0.047881717
8.65	0.061715913	0.054005701	0.056877385	0.047703081
8.68	0.061551259	0.053832308	0.05672564	0.047526281
8.7	0.061441314	0.053660084	0.056624315	0.047351412
8.73	0.061276056	0.053489047	0.056472013	0.047178564
8.76	0.061110295	0.053319215	0.056319248	0.047007831
8.79	0.060943927	0.053150604	0.056165924	0.046839306
8.81	0.060832627	0.052983233	0.056063349	0.046673081
8.84	0.06066541	0.052817119	0.055909242	0.046509249
8.87	0.060499462	0.05265228	0.055756305	0.046347902
8.9	0.060334908	0.052488733	0.055604651	0.046189133
8.93	0.060171659	0.052326495	0.055454201	0.046033035
8.95	0.06006351	0.052166273	0.055354531	0.0458797
8.98	0.059902248	0.052010998	0.055205912	0.045730246
9.01	0.059742062	0.051860777	0.055058285	0.045586092
9.04	0.059582867	0.051715357	0.05491157	0.045446997
9.07	0.059424576	0.051574485	0.054765689	0.045312708
9.09	0.059319509	0.051437904	0.054668859	0.045182968
9.12	0.059162534	0.051305362	0.054524191	0.045057521
9.15	0.059006234	0.051176604	0.054380145	0.044936114
9.18	0.058850522	0.051051375	0.054236641	0.044818489
9.21	0.058695313	0.050929422	0.0540936	0.044704391
9.23	0.058592077	0.050810491	0.053998458	0.044593566
9.26	0.058437513	0.050694326	0.053856012	0.044485758
9.29	0.058283222	0.050580674	0.053713818	0.04438071
9.32	0.058129118	0.050469281	0.053571795	0.044278169
9.34	0.058026443	0.050359892	0.05347717	0.044177878
9.37	0.057872458	0.050252253	0.053335258	0.044079582
9.4	0.05771843	0.05014611	0.053193305	0.043983025
9.43	0.057564273	0.050041209	0.053051234	0.043887952
9.46	0.0574099	0.049937295	0.052908964	0.043794109
9.48	0.057306823	0.049834114	0.052813968	0.043701238
9.51	0.057151899	0.049731412	0.05267119	0.043609085
9.54	0.056996531	0.049628935	0.052528003	0.043517394
9.57	0.056840631	0.049526428	0.052384325	0.043425911
9.6	0.056684113	0.049423637	0.052240079	0.043334379
9.62	0.056579383	0.049320309	0.052143559	0.043242542
9.65	0.056421644	0.049216188	0.051998188	0.043150147
9.68	0.056263059	0.04911102	0.051852035	0.043056936
9.71	0.056104199	0.049004552	0.05170563	0.042962656
9.74	0.055945956	0.048896529	0.051559793	0.042867049
9.76	0.055840788	0.048786696	0.05146287	0.042769862
9.79	0.0556835	0.0486748	0.051317914	0.042670838
9.82	0.055526734	0.048560586	0.051173438	0.042569722
9.85	0.055370452	0.048443801	0.051029408	0.042466258
9.87	0.055266514	0.048324189	0.050933619	0.042360192
9.9	0.055110953	0.048201496	0.050790254	0.042251267
9.93	0.054955774	0.048075469	0.050647241	0.042139229
9.96	0.054800938	0.047946017	0.050504545	0.04202384
9.99	0.054646408	0.047814375	0.050362129	0.041907186
10.01	0.054543538	0.047680946	0.050267325	0.041790818
10.04	0.054389432	0.047545852	0.0501253	0.04167474
10.07	0.054235528	0.047409213	0.049983463	0.041558953
10.1	0.05408179	0.047271149	0.049841778	0.041443462
10.13	0.053928178	0.04713178	0.049700209	0.041328267
10.15	0.053825822	0.046991228	0.049605877	0.041213372
10.18	0.053672336	0.046849611	0.049464425	0.041098779
10.21	0.053518875	0.04670705	0.049322995	0.040984491
10.24	0.053365401	0.046563666	0.049181553	0.040870511
10.27	0.053211874	0.046419578	0.049040063	0.04075684
10.29	0.053109475	0.046274908	0.048945692	0.040643483
10.32	0.052955777	0.046129775	0.048804044	0.04053044
10.35	0.052801925	0.0459843	0.048662254	0.040417715
10.38	0.052647881	0.045838603	0.048520287	0.04030531
10.4	0.052545059	0.045692804	0.048425527	0.040193229
10.43	0.05239061	0.045547024	0.048283186	0.040081472
10.46	0.052235866	0.045401383	0.048140574	0.039970044
10.49	0.05208079	0.045256	0.047997656	0.039858947
10.52	0.051925343	0.045110997	0.047854396	0.039748183
10.54	0.051821486	0.044966494	0.047758682	0.039637754
10.57	0.051665003	0.044822611	0.047614467	0.039527664
10.6	0.051506239	0.044679468	0.04746815	0.039417915
10.63	0.051345194	0.044537186	0.047319731	0.03930851
10.66	0.051182079	0.044395885	0.047169404	0.039199451
10.68	0.051072292	0.044255684	0.047068224	0.03909074
10.71	0.050906201	0.044116706	0.046915155	0.038982381
10.74	0.050738606	0.043979068	0.046760699	0.038874376
10.77	0.05056972	0.043842893	0.046605054	0.038766727
10.8	0.050399754	0.043708301	0.046448414	0.038659437
10.82	0.050285949	0.04357541	0.046343531	0.038552509
10.85	0.050114656	0.043444343	0.046185667	0.038445945
10.88	0.049942849	0.043315219	0.046027329	0.038339748
10.91	0.049770739	0.043188158	0.045868713	0.038233921
10.93	0.049655937	0.043063281	0.045762911	0.038128465
10.96	0.049483796	0.042940708	0.045604266	0.038023384
10.99	0.049311918	0.04282056	0.045445863	0.03791868
11.02	0.049140516	0.042702956	0.045287899	0.037814356
11.05	0.048969801	0.042587913	0.045130568	0.037710414
11.07	0.048856478	0.042473545	0.04502613	0.037606532
11.1	0.04868738	0.042359147	0.04487029	0.037502332
11.13	0.048519536	0.042244774	0.044715604	0.037397859
11.16	0.048353156	0.042130482	0.044562269	0.037293163
11.19	0.048188453	0.042016325	0.044410479	0.037188289
11.21	0.048079688	0.041902358	0.044310241	0.037083286
11.24	0.047918252	0.041788637	0.044161461	0.036978202
11.27	0.047759058	0.041675215	0.044014748	0.036873082
11.3	0.047602319	0.041562149	0.043870297	0.036767977
11.33	0.047448246	0.041449493	0.043728304	0.036662931
11.35	0.047347117	0.041337301	0.043635103	0.036557994
11.38	0.04719796	0.041225629	0.04349764	0.036453213
11.41	0.047052035	0.041114532	0.043363155	0.036348635
11.44	0.046908964	0.041004065	0.043231301	0.036244308
11.46	0.046813693	0.040894282	0.043143499	0.036140279
11.49	0.04667063	0.040785239	0.043011653	0.036036595
11.52	0.046527457	0.04067699	0.042879704	0.035933305
11.55	0.046384258	0.040569591	0.042747732	0.035830456
11.58	0.046241118	0.040463095	0.042615814	0.035728095
11.6	0.046145767	0.040357559	0.042527939	0.035626269
11.63	0.046002916	0.040253037	0.042396287	0.035525027
11.66	0.045860352	0.040149585	0.0422649	0.035424416
11.69	0.04571816	0.040047256	0.042133856	0.035324483
11.72	0.045576425	0.039946106	0.042003233	0.035225276
11.74	0.045482231	0.03984619	0.041916424	0.035126842
11.77	0.045341448	0.039747562	0.041786679	0.035029229
11.8	0.045201349	0.039650279	0.041657564	0.034932484
11.83	0.045062021	0.039554394	0.041529158	0.034836655
11.86	0.044923547	0.039459962	0.041401541	0.03474179
11.88	0.044831748	0.039367039	0.041316939	0.034647935
11.91	0.044694888	0.039275679	0.041190809	0.034555139
11.94	0.044559111	0.039185938	0.041065677	0.034463449
11.97	0.044424502	0.03909787	0.040941621	0.034372912
11.99	0.044335453	0.03901153	0.040859553	0.034283576
12.02	0.044202978	0.038926973	0.040737465	0.034195488
12.05	0.044071899	0.038844254	0.040616662	0.034108696
12.08	0.043942299	0.038763428	0.040497223	0.034023248
12.11	0.043814265	0.03868455	0.040379226	0.033939191
12.13	0.04372982	0.038607674	0.040301402	0.033856572
12.16	0.043604584	0.038532857	0.040185984	0.033775439
12.19	0.04348114	0.038460104	0.040072219	0.033695839
12.22	0.043359574	0.038388412	0.039960184	0.033616612
12.25	0.043239971	0.038317374	0.039849957	0.03353511
12.27	0.043161369	0.038247012	0.039777517	0.033451394
12.3	0.043045227	0.038177345	0.039670481	0.033365635
12.33	0.042931357	0.038108394	0.039565539	0.033278001
12.36	0.042820178	0.03804018	0.039463076	0.033188665
12.39	0.042711627	0.037972724	0.039363035	0.033097795
12.41	0.042640656	0.037906046	0.039297629	0.033005563
12.44	0.042536202	0.037840166	0.039201363	0.032912139
12.47	0.042434034	0.037775107	0.039107206	0.032817692
12.5	0.042334028	0.037710887	0.03901504	0.032722394
12.52	0.042268493	0.037647529	0.038954643	0.032626413
12.55	0.042171803	0.037585052	0.038865534	0.032529922
12.58	0.042076932	0.037523477	0.038778101	0.032433089
12.61	0.041983754	0.037462824	0.038692228	0.032336085
12.64	0.04189214	0.037403116	0.038607797	0.032239081
12.66	0.041831871	0.037344371	0.038552252	0.032142247
12.69	0.041742581	0.037286611	0.038469963	0.032045752
12.72	0.041654516	0.037229857	0.038388802	0.031949768
12.75	0.041567547	0.037174128	0.038308652	0.031854464
12.78	0.041481548	0.037119446	0.038229395	0.031760011
12.8	0.04142469	0.037065832	0.038176995	0.031666578
12.83	0.041340023	0.037013306	0.038098965	0.031574337
12.86	0.041255984	0.036961888	0.038021515	0.031483458
12.89	0.041172446	0.0369116	0.037944526	0.03139411
12.92	0.041089282	0.036862461	0.037867882	0.031306464
12.94	0.041033984	0.036814493	0.037816919	0.03122069
12.97	0.040951159	0.036767717	0.037740588	0.031136959
13	0.040868367	0.036722152	0.037664287	0.031055441
13.03	0.040785481	0.03667782	0.0375879	0.030976306
13.05	0.040730109	0.036634741	0.037536868	0.030899724
13.08	0.040646782	0.036592936	0.037460074	0.030825866
13.11	0.040563021	0.036552426	0.03738288	0.030754901
13.14	0.040478698	0.036513231	0.037305168	0.030687001
13.17	0.040393685	0.036475371	0.03722682	0.030622335
13.19	0.040336564	0.036438868	0.037174177	0.030561074
13.22	0.040250172	0.036403743	0.037094559	0.030503387
13.25	0.040164603	0.036370015	0.037015698	0.030449446
13.28	0.040080635	0.036337705	0.036938313	0.03039942
13.31	0.03999819	0.036306835	0.036862332	0.030353479
13.33	0.039944036	0.036277424	0.036812423	0.030311795
13.36	0.03986396	0.036249493	0.036738625	0.030274537
13.39	0.039785201	0.036223626	0.036666041	0.030241875
13.42	0.039707683	0.036203165	0.036594601	0.030214876
13.45	0.039631329	0.03618844	0.036524232	0.030194766
13.47	0.039581034	0.036179181	0.03647788	0.030181259
13.5	0.039506446	0.036175121	0.03640914	0.030174051
13.53	0.039432815	0.036175993	0.036341283	0.03017284
13.56	0.039360065	0.036181527	0.036274236	0.030177324
13.58	0.039312015	0.036191456	0.036229953	0.0301872
13.61	0.039240559	0.036205512	0.036164099	0.030202166
13.64	0.039169777	0.036223427	0.036098866	0.03022192
13.67	0.039099591	0.036244933	0.036034183	0.030246159
13.7	0.039029925	0.036269762	0.035969979	0.030274581
13.72	0.038983731	0.036297647	0.035927407	0.030306884
13.75	0.038914759	0.036328319	0.035863842	0.030342765
13.78	0.038846099	0.03636151	0.035800565	0.030381923
13.81	0.038777676	0.036396952	0.035737506	0.030424054
13.84	0.038709411	0.036434378	0.035674593	0.030468856
13.86	0.038663951	0.036473519	0.035632697	0.030516028
13.89	0.038595779	0.036514107	0.035569869	0.030565266
13.92	0.038527559	0.036555875	0.035506998	0.030616269
13.95	0.038459214	0.036598555	0.035444012	0.030668734
13.98	0.038390668	0.036641878	0.035380839	0.030722358
14	0.03834482	0.036685577	0.035338586	0.03077684
14.03	0.038275765	0.036729383	0.035274945	0.030831877
14.06	0.038206302	0.036773029	0.035210928	0.030887167
14.09	0.038136353	0.036816247	0.035146463	0.030942407
14.11	0.038089413	0.036858768	0.035103203	0.030997295
14.14	0.038018728	0.036900326	0.035038059	0.03105153
14.17	0.037948922	0.036940651	0.034973727	0.031104807
14.2	0.037880134	0.036979476	0.034910332	0.031156825
14.23	0.037812304	0.037016533	0.034847819	0.031207283
14.25	0.037767585	0.037051554	0.034806607	0.031255877
14.28	0.037701216	0.037084272	0.034745441	0.031302304
14.31	0.037635644	0.037114417	0.034685009	0.031346264
14.34	0.037570808	0.037141722	0.034625256	0.031387453
14.37	0.037506648	0.03716592	0.034566126	0.031425569
14.39	0.03746422	0.037186741	0.034527025	0.03146031
14.42	0.037401052	0.037203919	0.03446881	0.031491374
14.45	0.0373384	0.037217186	0.03441107	0.031518457
14.48	0.037276203	0.037226272	0.034353748	0.031541258
14.51	0.0372144	0.037230911	0.034296791	0.031559475
14.53	0.037173388	0.037230834	0.034258994	0.031572805
